measurement_date,grid_cell_id,min_temperature,max_temperature,mean_temperature,precipitation
2011-10-05,1001,-216,748,190,4.129
2011-10-06,1001,201,1008,353,1.548
2011-10-07,1001,88,905,330,2.565
2011-10-08,1001,90,892,449,0.0
2011-10-09,1001,14,617,371,3.031
2011-10-10,1001,34,727,290,5.994
2011-10-11,1001,-72,841,357,6.936
2011-10-12,1001,-165,626,190,4.479
2011-10-13,1001,-77,578,276,0.0
2011-10-14,1001,-148,750,187,0.0
2011-10-15,1001,75,693,177,0.455
2011-10-16,1001,-117,689,200,0.748
2011-10-17,1001,-6,625,350,0.0
2011-10-18,1001,-123,646,217,0.0
2011-10-19,1001,-47,618,214,0.0
2011-10-20,1001,15,753,352,6.932
2011-10-21,1001,46,1016,396,0.428
2011-10-22,1001,-26,597,274,2.741
2011-10-23,1001,-219,977,280,1.653
2011-10-24,1001,-162,790,251,0.0
2011-10-25,1001,-222,583,137,1.015
2011-10-26,1001,-141,724,167,2.836
2011-10-27,1001,-161,803,292,4.852
2011-10-28,1001,-7,498,310,5.232
2011-10-29,1001,-43,1019,300,3.953
2011-10-30,1001,-24,800,263,0.35
2011-10-31,1001,-327,669,145,0.0
2011-11-01,1001,-194,690,167,2.595
2011-11-02,1001,136,631,371,0.0
2011-11-03,1001,-137,851,273,1.157
2011-11-04,1001,79,834,425,2.4
2011-11-05,1001,-132,692,66,1.191
2011-11-06,1001,-83,828,246,0.357
2011-11-07,1001,-154,602,132,4.076
2011-11-08,1001,-190,647,143,2.105
2011-11-09,1001,35,762,315,0.0
2011-11-10,1001,-195,514,157,0.5
2011-11-11,1001,-249,692,167,4.795
2011-11-12,1001,-179,703,271,0.0
2011-11-13,1001,-240,574,182,0.0
2011-11-14,1001,-298,782,286,8.457
2011-11-15,1001,32,797,351,0.0
2011-11-16,1001,121,934,417,0.0
2011-11-17,1001,-94,728,284,1.124
2011-11-18,1001,-81,977,331,8.51
2011-11-19,1001,140,741,371,3.455
2011-11-20,1001,-46,760,280,0.812
2011-11-21,1001,-71,877,275,0.0
2011-11-22,1001,92,844,396,9.947
2011-11-23,1001,-60,877,329,0.0
2011-11-24,1001,39,527,308,0.781
2011-11-25,1001,-59,567,172,2.431
2011-11-26,1001,49,665,208,9.475
2011-11-27,1001,-276,692,177,2.613
2011-11-28,1001,-109,711,406,0.0
2011-11-29,1001,80,960,374,0.693
2011-11-30,1001,146,1116,451,1.653
2011-12-01,1001,-20,777,285,0.0
2011-12-02,1001,295,865,483,3.498
2011-12-03,1001,117,860,473,2.23
2011-12-04,1001,96,714,405,1.335
2011-12-05,1001,10,811,342,0.0
2011-12-06,1001,266,857,320,5.585
2011-12-07,1001,133,844,455,0.0
2011-12-08,1001,161,1009,505,4.865
2011-12-09,1001,199,797,451,1.875
2011-12-10,1001,85,848,411,0.0
2011-12-11,1001,357,932,439,1.706
2011-12-12,1001,72,869,429,2.847
2011-12-13,1001,5,1134,498,10.961
2011-12-14,1001,141,955,397,1.075
2011-12-15,1001,232,827,439,0.0
2011-12-16,1001,114,1063,466,4.032
2011-12-17,1001,109,931,443,0.929
2011-12-18,1001,-53,992,376,0.0
2011-12-19,1001,329,1165,576,0.0
2011-12-20,1001,-2,932,478,1.456
2011-12-21,1001,224,1157,561,4.992
2011-12-22,1001,212,873,511,0.0
2011-12-23,1001,-43,876,372,0.0
2011-12-24,1001,34,919,389,1.186
2011-12-25,1001,265,1045,543,0.0
2011-12-26,1001,74,1092,472,0.0
2011-12-27,1001,154,1175,499,12.291
2011-12-28,1001,286,1190,572,0.0
2011-12-29,1001,118,1215,524,0.0
2011-12-30,1001,266,1220,622,0.625
2011-12-31,1001,241,1090,536,2.332
2012-01-01,1001,371,1168,680,3.568
2012-01-02,1001,435,1126,610,1.544
2012-01-03,1001,277,1130,517,6.966
2012-01-04,1001,544,1404,733,0.0
2012-01-05,1001,204,1165,645,0.0
2012-01-06,1001,206,1129,620,0.0
2012-01-07,1001,238,931,697,3.24
2012-01-08,1001,146,1001,565,4.815
2012-01-09,1001,430,1310,697,0.0
2012-01-10,1001,284,1135,681,2.229
2012-01-11,1001,435,1366,768,0.0
2012-01-12,1001,564,1252,830,4.086
2012-01-13,1001,380,1453,751,0.0
2012-01-14,1001,472,1454,863,1.555
2012-01-15,1001,389,927,659,11.766
2012-01-16,1001,541,1600,836,0.485
2012-01-17,1001,437,1223,768,3.741
2012-01-18,1001,465,1147,831,0.882
2012-01-19,1001,500,1281,720,1.251
2012-01-20,1001,309,1194,626,3.682
2012-01-21,1001,532,1301,918,3.229
2012-01-22,1001,460,1060,747,0.0
2012-01-23,1001,678,1451,958,1.395
2012-01-24,1001,410,1336,917,0.0
2012-01-25,1001,602,1211,837,0.0
2012-01-26,1001,408,1301,739,0.0
2012-01-27,1001,578,1284,909,0.0
2012-01-28,1001,791,1262,924,2.3
2012-01-29,1001,501,1300,843,1.127
2012-01-30,1001,432,1334,902,5.081
2012-01-31,1001,758,1401,853,0.0
2012-02-01,1001,737,1754,1051,10.987
2012-02-02,1001,600,1516,888,1.76
2012-02-03,1001,579,1436,954,0.082
2012-02-04,1001,483,1447,944,0.0
2012-02-05,1001,427,1319,966,0.0
2012-02-06,1001,514,1355,928,0.677
2012-02-07,1001,639,1636,1064,1.69
2012-02-08,1001,752,1393,991,3.982
2012-02-09,1001,615,1646,1014,6.316
2012-02-10,1001,899,1677,1064,0.0
2012-02-11,1001,815,1363,1093,1.495
2012-02-12,1001,770,1521,991,0.807
2012-02-13,1001,771,1668,1095,3.66
2012-02-14,1001,844,1690,1192,5.749
2012-02-15,1001,772,1575,1142,0.0
2012-02-16,1001,795,1582,1055,9.543
2012-02-17,1001,671,1571,1146,0.0
2012-02-18,1001,606,1692,1058,0.0
2012-02-19,1001,734,1681,1157,0.0
2012-02-20,1001,1035,1681,1279,0.0
2012-02-21,1001,942,1627,1153,6.126
2012-02-22,1001,879,1744,1157,1.574
2012-02-23,1001,861,1778,1195,6.011
2012-02-24,1001,720,1842,1111,0.767
2012-02-25,1001,827,1506,1099,0.0
2012-02-26,1001,1069,1938,1365,1.825
2012-02-27,1001,945,1540,1266,0.653
2012-02-28,1001,933,1956,1382,0.918
2012-02-29,1001,873,1752,1242,1.118
2012-03-01,1001,809,1709,1166,0.816
2012-03-02,1001,973,1509,1282,2.953
2012-03-03,1001,922,1491,1197,0.877
2012-03-04,1001,925,1752,1286,2.011
2012-03-05,1001,844,1813,1265,1.899
2012-03-06,1001,957,1645,1275,0.0
2012-03-07,1001,755,1739,1157,0.0
2012-03-08,1001,886,1533,1216,9.932
2012-03-09,1001,891,1697,1296,0.758
2012-03-10,1001,968,1779,1366,1.441
2012-03-11,1001,1342,1855,1403,1.481
2012-03-12,1001,1003,1833,1197,0.0
2012-03-13,1001,968,1795,1268,9.699
2012-03-14,1001,824,1977,1280,4.994
2012-03-15,1001,1135,1862,1509,7.17
2012-03-16,1001,974,1755,1336,1.43
2012-03-17,1001,1023,1866,1362,0.0
2012-03-18,1001,868,1884,1323,0.0
2012-03-19,1001,965,1883,1306,0.0
2012-03-20,1001,1013,1497,1205,1.729
2012-03-21,1001,1065,1654,1366,2.814
2012-03-22,1001,911,1687,1328,0.0
2012-03-23,1001,979,2023,1365,0.0
2012-03-24,1001,1048,1853,1389,2.41
2012-03-25,1001,1058,1656,1395,1.935
2012-03-26,1001,1097,1676,1412,0.0
2012-03-27,1001,1494,1998,1626,1.62
2012-03-28,1001,1164,1881,1478,2.84
2012-03-29,1001,1080,2211,1577,1.031
2012-03-30,1001,1282,1874,1458,1.915
2012-03-31,1001,1129,1691,1468,0.838
2012-04-01,1001,1115,1828,1467,1.368
2012-04-02,1001,1018,1818,1390,0.0
2012-04-03,1001,1243,2127,1487,1.25
2012-04-04,1001,1121,1708,1435,0.0
2012-04-05,1001,1188,1767,1385,5.005
2012-04-06,1001,982,1988,1472,2.314
2012-04-07,1001,1021,2057,1487,0.8
2012-04-08,1001,1243,1698,1324,0.0
2012-04-09,1001,1287,2171,1624,3.677
2012-04-10,1001,1166,2088,1540,0.0
2012-04-11,1001,1278,2019,1541,2.231
2012-04-12,1001,987,1728,1326,0.788
2012-04-13,1001,1086,2094,1531,1.994
2012-04-14,1001,1100,1895,1458,0.0
2012-04-15,1001,1056,1815,1453,0.0
2012-04-16,1001,1404,1983,1606,1.949
2012-04-17,1001,1337,2248,1622,5.042
2012-04-18,1001,1194,2189,1582,4.151
2012-04-19,1001,997,1853,1424,0.91
2012-04-20,1001,1432,2239,1655,2.459
2012-04-21,1001,1167,1965,1554,2.323
2012-04-22,1001,1060,1961,1460,0.0
2012-04-23,1001,1229,2038,1484,2.713
2012-04-24,1001,1008,2051,1473,0.0
2012-04-25,1001,1320,2170,1651,0.736
2012-04-26,1001,1262,2067,1607,0.913
2012-04-27,1001,1046,1810,1422,0.0
2012-04-28,1001,1431,1853,1643,0.0
2012-04-29,1001,1061,1925,1424,0.0
2012-04-30,1001,1323,2055,1521,0.0
2012-05-01,1001,1365,1947,1581,1.578
2012-05-02,1001,1121,1955,1477,0.811
2012-05-03,1001,1239,2179,1608,0.354
2012-05-04,1001,1241,1823,1540,1.997
2012-05-05,1001,1346,2016,1600,0.675
2012-05-06,1001,1044,2152,1456,2.34
2012-05-07,1001,1202,1911,1550,2.7
2012-05-08,1001,930,2119,1374,1.32
2012-05-09,1001,1195,2230,1492,5.346
2012-05-10,1001,1351,2059,1663,0.0
2012-05-11,1001,1382,2096,1662,2.112
2012-05-12,1001,1264,2229,1566,0.0
2012-05-13,1001,1149,1801,1477,2.72
2012-05-14,1001,1259,2053,1563,0.0
2012-05-15,1001,1035,2132,1493,4.098
2012-05-16,1001,1321,2107,1512,0.879
2012-05-17,1001,1272,2171,1577,13.91
2012-05-18,1001,1055,1979,1427,0.539
2012-05-19,1001,988,2014,1391,0.0
2012-05-20,1001,1301,2089,1613,1.464
2012-05-21,1001,1138,1918,1467,0.419
2012-05-22,1001,1217,1870,1522,3.96
2012-05-23,1001,1148,1970,1521,0.0
2012-05-24,1001,1235,2048,1513,0.0
2012-05-25,1001,1152,2296,1579,2.862
2012-05-26,1001,1298,2237,1541,3.317
2012-05-27,1001,1254,2198,1585,0.646
2012-05-28,1001,1111,1913,1401,1.924
2012-05-29,1001,1267,2103,1510,2.486
2012-05-30,1001,1261,2333,1525,0.0
2012-05-31,1001,1289,1730,1405,2.19
2012-06-01,1001,1178,2059,1509,2.272
2012-06-02,1001,1210,1871,1496,2.759
2012-06-03,1001,1303,1897,1521,0.0
2012-06-04,1001,1135,1984,1522,2.176
2012-06-05,1001,1073,1964,1391,10.364
2012-06-06,1001,1065,1632,1323,0.0
2012-06-07,1001,1150,2081,1498,0.077
2012-06-08,1001,980,1786,1398,0.1
2012-06-09,1001,996,2173,1469,0.0
2012-06-10,1001,1109,1889,1508,0.0
2012-06-11,1001,1169,1935,1470,3.763
2012-06-12,1001,983,1926,1354,2.775
2012-06-13,1001,1152,1677,1360,0.0
2012-06-14,1001,1147,2035,1500,0.0
2012-06-15,1001,1003,1793,1237,2.103
2012-06-16,1001,1126,1906,1431,0.0
2012-06-17,1001,940,1775,1291,0.818
2012-06-18,1001,1044,1772,1276,0.0
2012-06-19,1001,1076,1702,1332,1.771
2012-06-20,1001,910,1619,1185,0.0
2012-06-21,1001,1012,1999,1372,1.012
2012-06-22,1001,980,1807,1362,0.0
2012-06-23,1001,873,1906,1268,0.459
2012-06-24,1001,927,1640,1216,0.265
2012-06-25,1001,899,1726,1255,0.585
2012-06-26,1001,939,1690,1138,0.0
2012-06-27,1001,945,1762,1261,0.0
2012-06-28,1001,889,1901,1325,1.074
2012-06-29,1001,945,1541,1209,1.91
2012-06-30,1001,942,1752,1298,1.644
2012-07-01,1001,944,1688,1172,4.589
2012-07-02,1001,760,1732,1145,0.0
2012-07-03,1001,957,1339,1149,0.0
2012-07-04,1001,799,1354,1084,0.0
2012-07-05,1001,819,1479,1166,0.0
2012-07-06,1001,812,1475,1103,0.878
2012-07-07,1001,828,1793,1151,2.444
2012-07-08,1001,797,1559,1217,0.0
2012-07-09,1001,637,1564,1049,0.0
2012-07-10,1001,594,1321,1126,0.0
2012-07-11,1001,999,1819,1233,2.486
2012-07-12,1001,759,1473,1025,1.591
2012-07-13,1001,630,1435,1027,0.0
2012-07-14,1001,840,1531,1054,2.636
2012-07-15,1001,704,1513,1010,1.744
2012-07-16,1001,522,1353,938,0.0
2012-07-17,1001,622,1454,1031,3.267
2012-07-18,1001,658,1411,897,0.0
2012-07-19,1001,507,1415,944,0.0
2012-07-20,1001,616,1273,964,2.422
2012-07-21,1001,652,1463,1003,1.783
2012-07-22,1001,533,1447,1012,0.0
2012-07-23,1001,608,1501,965,1.165
2012-07-24,1001,670,1344,848,5.356
2012-07-25,1001,530,1238,885,0.0
2012-07-26,1001,791,1712,1151,5.453
2012-07-27,1001,548,1390,894,0.0
2012-07-28,1001,453,1259,853,2.185
2012-07-29,1001,666,1464,997,0.0
2012-07-30,1001,589,1287,915,2.384
2012-07-31,1001,677,1418,1015,0.0
2012-08-01,1001,401,1114,842,0.0
2012-08-02,1001,524,1249,784,0.0
2012-08-03,1001,637,1234,882,0.453
2012-08-04,1001,413,1131,820,0.0
2012-08-05,1001,584,1443,971,0.8
2012-08-06,1001,475,1356,813,0.0
2012-08-07,1001,341,1023,678,0.252
2012-08-08,1001,377,1342,822,1.274
2012-08-09,1001,269,1181,644,1.482
2012-08-10,1001,485,1341,860,0.0
2012-08-11,1001,386,1321,779,1.792
2012-08-12,1001,518,1287,734,1.732
2012-08-13,1001,387,1163,746,1.192
2012-08-14,1001,420,1133,664,1.238
2012-08-15,1001,504,1120,763,0.0
2012-08-16,1001,173,1060,646,1.218
2012-08-17,1001,390,1410,779,1.556
2012-08-18,1001,235,975,713,0.0
2012-08-19,1001,410,1179,727,0.0
2012-08-20,1001,508,1211,794,0.709
2012-08-21,1001,347,917,583,0.0
2012-08-22,1001,348,1053,629,1.088
2012-08-23,1001,225,1196,614,0.529
2012-08-24,1001,374,917,592,0.8
2012-08-25,1001,156,876,532,1.285
2012-08-26,1001,473,1208,761,0.194
2012-08-27,1001,111,1020,574,0.0
2012-08-28,1001,350,1172,623,0.0
2012-08-29,1001,105,897,500,3.265
2012-08-30,1001,337,1178,611,0.0
2012-08-31,1001,220,1041,523,0.0
2012-09-01,1001,240,1061,528,0.0
2012-09-02,1001,112,958,603,3.855
2012-09-03,1001,259,1014,690,0.59
2012-09-04,1001,327,1020,493,0.767
2012-09-05,1001,28,1018,494,1.499
2012-09-06,1001,92,1229,458,0.0
2012-09-07,1001,94,1085,407,0.824
2012-09-08,1001,210,820,515,2.168
2012-09-09,1001,293,832,563,0.0
2012-09-10,1001,164,839,469,0.447
2012-09-11,1001,164,774,407,0.0
2012-09-12,1001,217,1015,532,1.005
2012-09-13,1001,67,784,348,1.152
2012-09-14,1001,62,717,413,1.773
2012-09-15,1001,181,1064,484,0.655
2012-09-16,1001,96,867,476,0.0
2012-09-17,1001,35,993,462,1.822
2012-09-18,1001,168,958,496,4.832
2012-09-19,1001,45,850,350,0.956
2012-09-20,1001,62,718,330,0.363
2012-09-21,1001,102,669,374,0.0
2012-09-22,1001,-74,617,343,0.0
2012-09-23,1001,19,856,377,1.065
2012-09-24,1001,169,912,404,1.389
2012-09-25,1001,147,881,319,0.0
2012-09-26,1001,32,713,356,1.693
2012-09-27,1001,110,877,526,5.139
2012-09-28,1001,75,830,339,3.611
2012-09-29,1001,-110,723,238,0.446
2012-09-30,1001,-66,690,436,0.0
2012-10-01,1001,21,805,250,0.0
2012-10-02,1001,-27,909,248,0.946
2012-10-03,1001,44,862,254,0.0
2012-10-04,1001,72,743,325,0.0
2012-10-05,1001,22,783,277,4.613
2012-10-06,1001,-120,827,238,1.922
2012-10-07,1001,-76,829,233,1.072
2012-10-08,1001,16,915,280,1.831
2012-10-09,1001,-78,891,285,0.982
2012-10-10,1001,-15,695,311,0.0
2012-10-11,1001,-108,918,201,0.0
2012-10-12,1001,-17,650,216,0.0
2012-10-13,1001,-278,538,110,0.41
2012-10-14,1001,-4,919,375,0.18
2012-10-15,1001,-58,883,335,0.0
2012-10-16,1001,-81,779,273,0.0
2012-10-17,1001,-92,757,223,0.0
2012-10-18,1001,-141,898,189,0.0
2012-10-19,1001,-20,855,260,0.43
2012-10-20,1001,34,611,231,0.0
2012-10-21,1001,-115,596,206,1.494
2012-10-22,1001,-15,721,281,2.638
2012-10-23,1001,-65,615,326,2.113
2012-10-24,1001,-32,1064,250,1.32
2012-10-25,1001,-70,864,211,3.176
2012-10-26,1001,-107,673,250,0.0
2012-10-27,1001,-69,507,212,0.0
2012-10-28,1001,-18,712,280,4.182
2012-10-29,1001,-35,896,300,1.964
2012-10-30,1001,-82,537,230,3.369
2012-10-31,1001,-199,1007,324,2.555
2012-11-01,1001,-109,897,220,6.817
2012-11-02,1001,-178,771,222,4.561
2012-11-03,1001,-280,714,105,0.0
2012-11-04,1001,-123,821,233,0.0
2012-11-05,1001,-8,751,359,1.639
2012-11-06,1001,-84,617,245,0.0
2012-11-07,1001,-89,678,287,0.0
2012-11-08,1001,10,793,314,0.0
2012-11-09,1001,-13,604,277,1.38
2012-11-10,1001,34,1067,338,0.0
2012-11-11,1001,-78,713,253,7.86
2012-11-12,1001,-142,691,127,0.0
2012-11-13,1001,78,877,351,3.646
2012-11-14,1001,-35,870,197,1.841
2012-11-15,1001,-86,726,206,5.452
2012-11-16,1001,-9,878,206,2.732
2012-11-17,1001,-74,761,228,5.116
2012-11-18,1001,-40,687,315,7.56
2012-11-19,1001,-140,1056,291,0.0
2012-11-20,1001,5,987,370,9.909
2012-11-21,1001,43,741,306,0.0
2012-11-22,1001,-104,614,220,4.161
2012-11-23,1001,-114,813,230,0.0
2012-11-24,1001,-5,610,332,3.954
2012-11-25,1001,-23,874,385,0.0
2012-11-26,1001,1,665,298,2.429
2012-11-27,1001,3,570,304,0.804
2012-11-28,1001,363,973,491,5.043
2012-11-29,1001,-157,683,311,1.506
2012-11-30,1001,-80,784,292,3.592
2012-12-01,1001,98,608,236,2.88
2012-12-02,1001,236,704,322,3.523
2012-12-03,1001,-40,768,295,4.876
2012-12-04,1001,-37,878,371,4.326
2012-12-05,1001,366,820,495,3.393
2012-12-06,1001,-158,845,296,1.671
2012-12-07,1001,106,928,476,2.467
2012-12-08,1001,112,864,418,0.0
2012-12-09,1001,165,1095,439,0.868
2012-12-10,1001,43,936,361,0.0
2012-12-11,1001,-194,678,279,0.0
2012-12-12,1001,260,1086,581,7.574
2012-12-13,1001,-53,574,396,9.859
2012-12-14,1001,-57,775,389,1.736
2012-12-15,1001,28,764,301,5.857
2012-12-16,1001,123,1042,552,0.0
2012-12-17,1001,102,1074,392,0.799
2012-12-18,1001,219,1162,503,0.0
2012-12-19,1001,235,972,536,0.0
2012-12-20,1001,238,771,401,0.0
2012-12-21,1001,257,1096,541,6.267
2012-12-22,1001,89,943,381,0.0
2012-12-23,1001,278,1241,568,0.0
2012-12-24,1001,105,1083,491,2.441
2012-12-25,1001,32,875,443,1.673
2012-12-26,1001,84,953,402,3.239
2012-12-27,1001,198,885,619,0.91
2012-12-28,1001,430,972,547,1.855
2012-12-29,1001,384,1042,509,10.893
2012-12-30,1001,31,996,471,2.688
2012-12-31,1001,352,1012,717,0.0
2013-01-01,1001,334,1037,645,14.07
2013-01-02,1001,395,1052,657,0.0
2013-01-03,1001,331,1063,697,2.716
2013-01-04,1001,303,1092,575,4.409
2013-01-05,1001,224,999,575,1.121
2013-01-06,1001,366,958,725,0.0
2013-01-07,1001,441,1002,666,0.0
2013-01-08,1001,195,1189,637,2.482
2013-01-09,1001,448,1318,699,3.333
2013-01-10,1001,413,1035,722,0.0
2013-01-11,1001,294,1146,636,3.044
2013-01-12,1001,522,1406,749,5.308
2013-01-13,1001,367,1321,664,5.074
2013-01-14,1001,417,1259,704,0.185
2013-01-15,1001,624,1289,829,0.0
2013-01-16,1001,380,1062,678,2.277
2013-01-17,1001,377,1221,624,0.156
2013-01-18,1001,329,1268,760,7.798
2013-01-19,1001,342,1103,814,0.381
2013-01-20,1001,407,1360,747,0.0
2013-01-21,1001,340,1288,793,6.812
2013-01-22,1001,347,1320,697,6.717
2013-01-23,1001,398,1366,795,4.257
2013-01-24,1001,560,1296,875,1.057
2013-01-25,1001,415,1292,843,1.842
2013-01-26,1001,739,1355,1020,0.0
2013-01-27,1001,807,1644,1057,1.341
2013-01-28,1001,548,1348,884,1.418
2013-01-29,1001,508,1381,862,2.965
2013-01-30,1001,788,1401,955,2.214
2013-01-31,1001,729,1311,938,0.0
2013-02-01,1001,521,1305,933,0.0
2013-02-02,1001,847,1745,1083,0.0
2013-02-03,1001,817,1400,971,3.393
2013-02-04,1001,558,1171,996,0.0
2013-02-05,1001,756,1516,1070,0.0
2013-02-06,1001,657,1419,1012,0.75
2013-02-07,1001,630,1413,980,0.0
2013-02-08,1001,790,1588,1009,1.329
2013-02-09,1001,619,1440,981,7.745
2013-02-10,1001,697,1527,993,6.436
2013-02-11,1001,741,1390,1024,0.417
2013-02-12,1001,509,1200,936,0.0
2013-02-13,1001,781,1553,1081,0.64
2013-02-14,1001,794,1796,1029,0.658
2013-02-15,1001,743,1363,1045,0.0
2013-02-16,1001,888,1461,1164,0.0
2013-02-17,1001,495,1545,1015,0.0
2013-02-18,1001,818,1827,1151,0.0
2013-02-19,1001,679,1799,1115,4.135
2013-02-20,1001,531,1569,964,0.0
2013-02-21,1001,780,1621,1142,10.095
2013-02-22,1001,913,1610,1270,0.0
2013-02-23,1001,1006,1628,1165,0.0
2013-02-24,1001,976,1701,1230,4.9
2013-02-25,1001,837,1628,1240,0.207
2013-02-26,1001,813,1628,1175,3.099
2013-02-27,1001,939,1508,1212,1.829
2013-02-28,1001,809,1547,1239,0.0
2013-03-01,1001,916,1809,1143,1.311
2013-03-02,1001,1036,1564,1209,3.777
2013-03-03,1001,887,1468,1128,3.127
2013-03-04,1001,913,1580,1212,3.737
2013-03-05,1001,1050,1856,1296,0.204
2013-03-06,1001,819,1583,1199,0.0
2013-03-07,1001,733,1739,1236,1.69
2013-03-08,1001,926,1932,1274,0.0
2013-03-09,1001,884,1866,1200,2.864
2013-03-10,1001,839,1954,1319,0.0
2013-03-11,1001,1091,1480,1193,2.762
2013-03-12,1001,1068,2120,1442,2.859
2013-03-13,1001,957,1802,1391,0.0
2013-03-14,1001,997,1748,1267,0.804
2013-03-15,1001,1275,2141,1530,2.575
2013-03-16,1001,957,1747,1407,1.859
2013-03-17,1001,1140,2090,1531,4.407
2013-03-18,1001,1081,1822,1410,0.0
2013-03-19,1001,1182,1665,1360,1.444
2013-03-20,1001,888,1895,1363,1.127
2013-03-21,1001,1106,2030,1444,6.413
2013-03-22,1001,986,1840,1320,4.913
2013-03-23,1001,923,1780,1236,1.981
2013-03-24,1001,972,1819,1319,4.86
2013-03-25,1001,1007,1952,1469,0.501
2013-03-26,1001,980,1841,1463,0.0
2013-03-27,1001,1110,1986,1412,7.023
2013-03-28,1001,1244,1833,1387,0.0
2013-03-29,1001,1058,1973,1414,7.962
2013-03-30,1001,1050,2078,1398,0.365
2013-03-31,1001,1129,2155,1443,0.0
2013-04-01,1001,1170,1978,1421,0.0
2013-04-02,1001,1054,2112,1426,4.131
2013-04-03,1001,1071,2239,1462,0.0
2013-04-04,1001,1343,2007,1600,0.0
2013-04-05,1001,913,1795,1314,4.237
2013-04-06,1001,1139,2238,1537,0.0
2013-04-07,1001,1142,1865,1521,5.231
2013-04-08,1001,1196,1977,1491,0.184
2013-04-09,1001,1155,2063,1570,0.0
2013-04-10,1001,1064,1798,1466,0.0
2013-04-11,1001,1283,1877,1455,1.585
2013-04-12,1001,1173,2124,1540,0.0
2013-04-13,1001,1047,1806,1442,0.539
2013-04-14,1001,1011,1878,1495,5.758
2013-04-15,1001,1343,2097,1549,0.0
2013-04-16,1001,1193,1974,1569,2.844
2013-04-17,1001,1326,2042,1491,0.0
2013-04-18,1001,962,2016,1375,1.778
2013-04-19,1001,1162,1889,1621,0.0
2013-04-20,1001,1300,2183,1574,4.34
2013-04-21,1001,1423,2000,1627,0.0
2013-04-22,1001,1075,1853,1516,0.0
2013-04-23,1001,1239,2102,1589,2.657
2013-04-24,1001,1309,1990,1540,0.513
2013-04-25,1001,1231,1981,1581,4.196
2013-04-26,1001,1114,1932,1446,0.0
2013-04-27,1001,1287,1835,1557,0.0
2013-04-28,1001,1393,1958,1522,1.801
2013-04-29,1001,969,2031,1514,0.0
2013-04-30,1001,1123,1774,1432,1.613
2013-05-01,1001,1285,1795,1515,2.27
2013-05-02,1001,1126,2062,1494,0.432
2013-05-03,1001,1140,1957,1523,1.984
2013-05-04,1001,1306,1973,1560,0.612
2013-05-05,1001,1220,2314,1608,0.976
2013-05-06,1001,1143,2029,1535,0.0
2013-05-07,1001,1174,1889,1480,1.269
2013-05-08,1001,1188,1758,1455,2.026
2013-05-09,1001,1286,2054,1631,8.449
2013-05-10,1001,1146,1861,1509,0.0
2013-05-11,1001,1058,2062,1524,0.0
2013-05-12,1001,1266,2104,1535,0.54
2013-05-13,1001,957,1876,1445,0.0
2013-05-14,1001,1157,2040,1595,0.348
2013-05-15,1001,1445,2039,1508,0.0
2013-05-16,1001,1083,1994,1515,2.501
2013-05-17,1001,1140,2074,1362,0.0
2013-05-18,1001,1142,1929,1470,1.452
2013-05-19,1001,1070,1980,1531,0.37
2013-05-20,1001,1196,2022,1487,0.0
2013-05-21,1001,1339,1930,1657,1.069
2013-05-22,1001,1081,2003,1546,2.398
2013-05-23,1001,1066,2182,1555,0.618
2013-05-24,1001,1250,2025,1516,2.59
2013-05-25,1001,1211,1997,1532,0.0
2013-05-26,1001,1068,1708,1451,4.248
2013-05-27,1001,1144,1877,1477,0.365
2013-05-28,1001,1137,2041,1507,1.171
2013-05-29,1001,1122,1968,1520,0.719
2013-05-30,1001,1154,1791,1405,0.46
2013-05-31,1001,1186,2024,1430,1.799
2013-06-01,1001,1269,1870,1541,0.712
2013-06-02,1001,1033,1927,1294,0.0
2013-06-03,1001,1105,2093,1447,0.901
2013-06-04,1001,1204,2123,1524,1.231
2013-06-05,1001,1015,1926,1406,3.879
2013-06-06,1001,1276,2065,1539,0.0
2013-06-07,1001,1124,1917,1425,2.689
2013-06-08,1001,1222,2059,1469,2.077
2013-06-09,1001,1071,1862,1393,0.0
2013-06-10,1001,845,1780,1333,0.0
2013-06-11,1001,1204,1738,1397,0.0
2013-06-12,1001,1173,1760,1404,3.221
2013-06-13,1001,884,1900,1370,2.596
2013-06-14,1001,834,1812,1356,0.0
2013-06-15,1001,1064,1881,1364,0.045
2013-06-16,1001,1044,2015,1458,0.384
2013-06-17,1001,848,1573,1220,0.0
2013-06-18,1001,1084,1845,1369,1.405
2013-06-19,1001,982,1669,1339,4.051
2013-06-20,1001,1047,1839,1359,0.0
2013-06-21,1001,1087,2042,1261,0.0
2013-06-22,1001,932,1892,1271,1.84
2013-06-23,1001,1027,1885,1299,3.102
2013-06-24,1001,753,1703,1235,2.076
2013-06-25,1001,795,1718,1179,0.0
2013-06-26,1001,1032,1856,1395,0.0
2013-06-27,1001,864,1414,1155,0.752
2013-06-28,1001,842,1828,1205,0.857
2013-06-29,1001,983,1892,1375,1.623
2013-06-30,1001,876,1435,1136,0.0
2013-07-01,1001,583,1637,1155,0.462
2013-07-02,1001,788,1734,1237,0.055
2013-07-03,1001,944,1754,1219,0.0
2013-07-04,1001,807,1618,1194,0.0
2013-07-05,1001,949,1762,1261,3.384
2013-07-06,1001,914,1823,1236,0.0
2013-07-07,1001,715,1367,1115,0.0
2013-07-08,1001,735,1612,1054,2.727
2013-07-09,1001,938,1594,1194,0.0
2013-07-10,1001,951,1940,1288,0.0
